adm0_name,adm0_code,adm0_pcod3,adm0_pcod2,adm1_name,adm1_code,adm1_pcod3,adm1_pcod2,adm2_name,adm2_code,adm2_pcod3,adm2_pcod2
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Bama,22700,NGA008003,NG0803
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Maiduguri,191040,NGA008021,NG0821
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Jere,191026,NGA0080013,NG0813
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Mafa,191014,NGA008019,NG0819
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Kala/Balge,191010,NGA008015,NG0815
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Dikwa,22703,NGA008008,NG0808
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Konduga,191024,NGA008016,NG0816
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Ngala,191006,NGA008025,NG0825
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Askira/Uba,22699,NGA008002,NG0802
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Biu,191089,NGA008005,NG0805
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Damboa,191073,NGA008007,NG0807
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Chibok,191091,NGA008006,NG0806
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Gwoza,22704,NGA008011,NG0811
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Bayo,191093,NGA008004,NG0804
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Shani,191102,NGA008027,NG0827
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Hawul,191097,NGA008012,NG0812
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Kwaya Kusar,191099,NGA008018,NG0818
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Abadam,190950,NGA008001,NG0801
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Gubio,190969,NGA008009,NG0809
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Guzamala,190958,NGA008010,NG0810
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Kaga,191041,NGA008014,NG0814
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Kukawa,190954,NGA008017,NG0817
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Magumeri,190998,NGA008020,NG0820
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Monguno,190987,NGA008024,NG0824
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Nganzai,190976,NGA008026,NG0826
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Marte,191406,NGA008022,NG0822
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Mobbar,191407,NGA008023,NG0823
Mali,155,MLI,ML,Bamako,1926,MLI009,ML09,Commune V,NA,MLI00900105,ML090105
Mali,155,MLI,ML,Bamako,1926,MLI009,ML09,Commune VI,NA,MLI00900106,ML090106
Niger,181,NER,NE,Diffa,2203,NER002,NE02,Dffa Dep,NA,NA,NA
Nigeria,182,NGA,NG,Yobe,2240,NGA036,NG36,Bursari,190973,NGA036002,NG3602
Nigeria,182,NGA,NG,Yobe,2240,NGA036,NG36,Damaturu,191032,NGA036003,NG3603
Nigeria,182,NGA,NG,Yobe,2240,NGA036,NG36,Geidam,23120,NGA036006,NG3606
Nigeria,182,NGA,NG,Yobe,2240,NGA036,NG36,Gujba,191063,NGA036007,NG3607
Nigeria,182,NGA,NG,Yobe,2240,NGA036,NG36,Gulani,191085,NGA036008,NG3608
Nigeria,182,NGA,NG,Yobe,2240,NGA036,NG36,Tarmua,191003,NGA036015,NG3615
Nigeria,182,NGA,NG,Yobe,2240,NGA036,NG36,Yunusari,23124,NGA036016,NG3616
Nigeria,182,NGA,NG,Yobe,2240,NGA036,NG36,Bade,191423,NGA036001,NG3601
Nigeria,182,NGA,NG,Yobe,2240,NGA036,NG36,Jakusko,190982,NGA036009,NG3609
Nigeria,182,NGA,NG,Yobe,2240,NGA036,NG36,Karasuwa,190961,NGA036010,NG3610
Nigeria,182,NGA,NG,Yobe,2240,NGA036,NG36,Machina,190956,NGA036011,NG3611
Nigeria,182,NGA,NG,Yobe,2240,NGA036,NG36,Yusufari,190952,NGA036017,NG3617
Nigeria,182,NGA,NG,Yobe,2240,NGA036,NG36,Nangere,191028,NGA036012,NG3612
Nigeria,182,NGA,NG,Yobe,2240,NGA036,NG36,Fune,23119,NGA036005,NG3605
Nigeria,182,NGA,NG,Yobe,2240,NGA036,NG36,Fika,23118,NGA036004,NG3604
Nigeria,182,NGA,NG,Yobe,2240,NGA036,NG36,Nguru,190960,NGA036013,NG3613
Nigeria,182,NGA,NG,Yobe,2240,NGA036,NG36,Potiskum,191050,NGA036014,NG3614
Niger,181,NER,NE,Diffa,2203,NER002,NE02,Diffa Com,NA,NA,NA
Niger,181,NER,NE,Dosso,2204,NER003,NE03,Dosso Cu,NA,NA,NA
Niger,181,NER,NE,Dosso,2204,NER003,NE03,Dosso Departement,NA,NA,NA
Nigeria,182,NGA,NG,Niger,2231,NGA027,NG27,East,NA,NA,NA
Nigeria,182,NGA,NG,Sokoto,65709,NGA034,NG34,East,NA,NA,NA
Nigeria,182,NGA,NG,Jigawa,2223,NGA018,NG18,Eastern,NA,NA,NA
Nigeria,182,NGA,NG,Niger,2231,NGA027,NG27,Eastern,NA,NA,NA
Nigeria,182,NGA,NG,Sokoto,65709,NGA034,NG34,Eastern,NA,NA,NA
Nigeria,182,NGA,NG,Yobe,2240,NGA036,NG36,Eastern,NA,NA,NA
Niger,181,NER,NE,Maradi,2205,NER004,NE04,Maradi Arrondissement 1,NA,NA,NA
Niger,181,NER,NE,Maradi,2205,NER004,NE04,Maradi Arrondissement 2,NA,NA,NA
Niger,181,NER,NE,Maradi,2205,NER004,NE04,Maradi Arrondissement 3,NA,NA,NA
Niger,181,NER,NE,Niamey,2206,NER008,NE08,Niamey Arrondissement 1,NA,NER008001001,NE080101
Niger,181,NER,NE,Niamey,2206,NER008,NE08,Niamey Arrondissement 2,NA,NER008001002,NE080102
Niger,181,NER,NE,Niamey,2206,NER008,NE08,Niamey Arrondissement 3,NA,NER008001003,NE080103
Niger,181,NER,NE,Niamey,2206,NER008,NE08,Niamey Arrondissement 4,NA,NER008001004,NE080104
Niger,181,NER,NE,Niamey,2206,NER008,NE08,Niamey Arrondissement 5,NA,NER008001005,NE080105
Nigeria,182,NGA,NG,Federal Capital Territory,2221,NGA015,NG15,Abuja Municipal,NA,NA,NG1502
Nigeria,182,NGA,NG,Benue,2215,NGA007,NG07,North,NA,NA,NA
Nigeria,182,NGA,NG,Gombe,65704,NGA016,NG16,North,NA,NA,NA
Nigeria,182,NGA,NG,Kano,2225,NGA020,NG20,North,NA,NA,NA
Nigeria,182,NGA,NG,Kebbi,2227,NGA022,NG22,North,NA,NA,NA
Nigeria,182,NGA,NG,Niger,2231,NGA027,NG27,North,NA,NA,NA
Nigeria,182,NGA,NG,Taraba,2239,NGA035,NG35,North,NA,NA,NA
Nigeria,182,NGA,NG,Katsina,2226,NGA021,NG21,North (Sahel),NA,NA,NA
Nigeria,182,NGA,NG,Jigawa,2223,NGA018,NG18,North East,NA,NA,NA
Nigeria,182,NGA,NG,Jigawa,2223,NGA018,NG18,North South,NA,NA,NA
Nigeria,182,NGA,NG,Jigawa,2223,NGA018,NG18,North West,NA,NA,NA
Nigeria,182,NGA,NG,Adamawa,2211,NGA002,NG02,Northern,NA,NA,NA
Nigeria,182,NGA,NG,Bauchi,65699,NGA005,NG05,Northern,NA,NA,NA
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Northern,NA,NA,NA
Nigeria,182,NGA,NG,Kaduna,2224,NGA019,NG19,Northern,NA,NA,NA
Nigeria,182,NGA,NG,Kano,2225,NGA020,NG20,Northern,NA,NA,NA
Nigeria,182,NGA,NG,Katsina,2226,NGA021,NG21,Northern,NA,NA,NA
Nigeria,182,NGA,NG,Kebbi,2227,NGA022,NG22,Northern,NA,NA,NA
Nigeria,182,NGA,NG,Niger,2231,NGA027,NG27,Northern,NA,NA,NA
Nigeria,182,NGA,NG,Plateau,65707,NGA032,NG32,Northern,NA,NA,NA
Nigeria,182,NGA,NG,Taraba,2239,NGA035,NG35,Northern,NA,NA,NA
Nigeria,182,NGA,NG,Yobe,2240,NGA036,NG36,Northern,NA,NA,NA
Nigeria,182,NGA,NG,Zamfara,65710,NGA037,NG37,Northern,NA,NA,NA
Nigeria,182,NGA,NG,Katsina,2226,NGA021,NG21,Northern Guinea,NA,NA,NA
Nigeria,182,NGA,NG,Plateau,65707,NGA032,NG32,Northern Zone,NA,NA,NA
Nigeria,182,NGA,NG,Zamfara,65710,NGA037,NG37,Northern Zone,NA,NA,NA
Nigeria,182,NGA,NG,Bauchi,65699,NGA005,NG05,Northern Zone 2,NA,NA,NA
Nigeria,182,NGA,NG,Katsina,2226,NGA021,NG21,Sahel,NA,NA,NA
Nigeria,182,NGA,NG,Katsina,2226,NGA021,NG21,Sahel Savannah,NA,NA,NA
Nigeria,182,NGA,NG,Benue,2215,NGA007,NG07,South,NA,NA,NA
Nigeria,182,NGA,NG,Gombe,65704,NGA016,NG16,South,NA,NA,NA
Nigeria,182,NGA,NG,Kano,2225,NGA020,NG20,South,NA,NA,NA
Nigeria,182,NGA,NG,Sokoto,65709,NGA034,NG34,South,NA,NA,NA
Nigeria,182,NGA,NG,Katsina,2226,NGA021,NG21,South (Guinea),NA,NA,NA
Nigeria,182,NGA,NG,Adamawa,2211,NGA002,NG02,Southern,NA,NA,NA
Nigeria,182,NGA,NG,Bauchi,65699,NGA005,NG05,Southern,NA,NA,NA
Nigeria,182,NGA,NG,Borno,2216,NGA008,NG08,Southern,NA,NA,NA
Nigeria,182,NGA,NG,Jigawa,2223,NGA018,NG18,Southern,NA,NA,NA
Nigeria,182,NGA,NG,Kaduna,2224,NGA019,NG19,Southern,NA,NA,NA
Nigeria,182,NGA,NG,Kano,2225,NGA020,NG20,Southern,NA,NA,NA
Nigeria,182,NGA,NG,Katsina,2226,NGA021,NG21,Southern,NA,NA,NA
Nigeria,182,NGA,NG,Kebbi,2227,NGA022,NG22,Southern,NA,NA,NA
Nigeria,182,NGA,NG,Niger,2231,NGA027,NG27,Southern,NA,NA,NA
Nigeria,182,NGA,NG,Plateau,65707,NGA032,NG32,Southern,NA,NA,NA
Nigeria,182,NGA,NG,Sokoto,65709,NGA034,NG34,Southern,NA,NA,NA
Nigeria,182,NGA,NG,Taraba,2239,NGA035,NG35,Southern,NA,NA,NA
Nigeria,182,NGA,NG,Yobe,2240,NGA036,NG36,Southern,NA,NA,NA
Nigeria,182,NGA,NG,Katsina,2226,NGA021,NG21,Southern - Guinea,NA,NA,NA
Nigeria,182,NGA,NG,Plateau,65707,NGA032,NG32,Southern Zone,NA,NA,NA
Nigeria,182,NGA,NG,Bauchi,65699,NGA005,NG05,Southern Zone 3,NA,NA,NA
Nigeria,182,NGA,NG,Sokoto,65709,NGA034,NG34,State Level,NA,NA,NA
Nigeria,182,NGA,NG,Katsina,2226,NGA021,NG21,Sudan,NA,NA,NA
Nigeria,182,NGA,NG,Katsina,2226,NGA021,NG21,Sudan Savannah,NA,NA,NA
Niger,181,NER,NE,Tahoua,2207,NER005,NE05,Tahoua,22576,NER005009,NE0509
Niger,181,NER,NE,Tahoua,2207,NER005,NE05,Tahoua Arrondissement 1,NA,NA,NA
Niger,181,NER,NE,Tahoua,2207,NER005,NE05,Tahoua Arrondissement 2,NA,NA,NA
Niger,181,NER,NE,Tillaberi,2208,NER006,NE06,Tillaberi Commune,NA,NA,NA
Senegal,217,SEN,SN,Kolda,1375,SEN007,SN07,Velingara,25333,SEN007003,SN0703
Senegal,217,SEN,SN,Kolda,1375,SEN007,SN07,Kolda,1408,SEN007001,SN0701
Senegal,217,SEN,SN,Kolda,1375,SEN007,SN07,Medina Yoro Foulah,1499,SEN007002,SN0702
Senegal,217,SEN,SN,Louga,47587,SEN008,SN08,Louga,25336,SEN008003,SN0803
Senegal,217,SEN,SN,Louga,47587,SEN008,SN08,Linguere,47594,SEN008002,SN0802
Senegal,217,SEN,SN,Louga,47587,SEN008,SN08,Kebemer,25334,SEN008001,SN0801
Senegal,217,SEN,SN,Saint Louis,47589,SEN010,SN10,Dagana,47590,SEN010001,SN0101
Senegal,217,SEN,SN,Saint Louis,47589,SEN010,SN10,Podor,47598,SEN010002,SN1002
Senegal,217,SEN,SN,Saint Louis,47589,SEN010,SN10,Saint Louis,47600,SEN010003,SN1003
Senegal,217,SEN,SN,Matam,47588,SEN009,SN09,Ranerou,47599,SEN009003,SN0903
Senegal,217,SEN,SN,Matam,47588,SEN009,SN09,Matam,47595,SEN009002,SN0902
Senegal,217,SEN,SN,Matam,47588,SEN009,SN09,Kanel,47593,SEN009001,SN0901
Senegal,217,SEN,SN,Kedougou,1374,SEN006,SN06,Kedougou,1397,SEN006001,SN0601
Senegal,217,SEN,SN,Kedougou,1374,SEN006,SN06,Saraya,1538,SEN006003,SN0603
Senegal,217,SEN,SN,Kedougou,1374,SEN006,SN06,Salemata,1510,SEN006002,SN0602
Senegal,217,SEN,SN,Dakar,2636,SEN001,SN01,Rufisque,25321,SEN001004,SN0104
Senegal,217,SEN,SN,Kaffrine,1378,SEN004,SN04,Kaffrine,1396,SEN004002,SN0402
Senegal,217,SEN,SN,Kaffrine,1378,SEN004,SN04,Malem Hodar,1497,SEN004005,SN0405
Senegal,217,SEN,SN,Kaffrine,1378,SEN004,SN04,Birkelane,1380,SEN004001,SN0401
Senegal,217,SEN,SN,Kaffrine,1378,SEN004,SN04,Koungheul,1486,SEN004003,SN0403
Senegal,217,SEN,SN,Kaolack,1373,SEN005,SN05,Kaolack,25329,SEN005002,SN0502
Senegal,217,SEN,SN,Kaolack,1373,SEN005,SN05,Nioro Du Rip,25330,SEN005003,SN0503
Senegal,217,SEN,SN,Kaolack,1373,SEN005,SN05,Guinguineo,1395,SEN005001,SN0501
Senegal,217,SEN,SN,Fatick,47586,SEN003,SN03,Fatick,25325,SEN003001,SN0301
Senegal,217,SEN,SN,Fatick,47586,SEN003,SN03,Gossas,1383,SEN003003,SN0303
Senegal,217,SEN,SN,Fatick,47586,SEN003,SN03,Foundiougne,25326,SEN003002,SN0302
Senegal,217,SEN,SN,Diourbel,47585,SEN002,SN02,Diourbel,25323,SEN002002,SN0202
Senegal,217,SEN,SN,Diourbel,47585,SEN002,SN02,Bambey,25322,SEN002001,SN0201
Senegal,217,SEN,SN,Diourbel,47585,SEN002,SN02,Mbacke,47596,SEN002003,SN0203
Senegal,217,SEN,SN,Tambacounda,1377,SEN012,SN12,Bakel,1379,SEN012001,SN1201
Senegal,217,SEN,SN,Tambacounda,1377,SEN012,SN12,Goudiry,1384,SEN012002,SN1202
Senegal,217,SEN,SN,Tambacounda,1377,SEN012,SN12,Koumpentoum,1488,SEN012003,SN1203
Senegal,217,SEN,SN,Tambacounda,1377,SEN012,SN12,Tambacounda,1649,SEN012004,SN1204
Senegal,217,SEN,SN,Thies,2644,SEN013,SN13,Mbour,25343,SEN013001,SN1301
Senegal,217,SEN,SN,Thies,2644,SEN013,SN13,Thies,25344,SEN013002,SN1302
Senegal,217,SEN,SN,Thies,2644,SEN013,SN13,Tivaouane,25345,SEN013003,SN1303
Senegal,217,SEN,SN,Ziguinchor,2645,SEN014,SN14,Bignona,25346,SEN014001,SN1401
Senegal,217,SEN,SN,Ziguinchor,2645,SEN014,SN14,Oussouye,25347,SEN014002,SN1402
Senegal,217,SEN,SN,Ziguinchor,2645,SEN014,SN14,Ziguinchor,25348,SEN014003,SN1403
Senegal,217,SEN,SN,Sedhiou,1376,SEN011,SN11,Bounkiling,1381,SEN011001,SN1101
Senegal,217,SEN,SN,Sedhiou,1376,SEN011,SN11,Goudomp,1394,SEN011002,SN1102
Senegal,217,SEN,SN,Sedhiou,1376,SEN011,SN11,Sedhiou,1609,SEN011003,SN1103
Niger,181,NER,NE,Tillaberi,2208,NER006,NE06,Tillaberi Departement,NA,NA,NA
Nigeria,182,NGA,NG,Jigawa,2223,NGA018,NG18,Western,NA,NA,NA
Nigeria,182,NGA,NG,Zamfara,65710,NGA037,NG37,Western,NA,NA,NA
Nigeria,182,NGA,NG,Zamfara,65710,NGA037,NG37,Western Zone,NA,NA,NA
Nigeria,182,NGA,NG,Kano,2225,NGA020,NG20,Z1-Northern-Frwv,NA,NA,NA
Nigeria,182,NGA,NG,Kano,2225,NGA020,NG20,Z2-Central-Msc,NA,NA,NA
Nigeria,182,NGA,NG,Kano,2225,NGA020,NG20,Z3-Sahel-Mcl,NA,NA,NA
Niger,181,NER,NE,Zinder,2209,NER007,NE07,Zinder Arrondissement 1,NA,NA,NA
Niger,181,NER,NE,Zinder,2209,NER007,NE07,Zinder Arrondissement 2,NA,NA,NA
Niger,181,NER,NE,Zinder,2209,NER007,NE07,Zinder Arrondissement 3,NA,NA,NA
Niger,181,NER,NE,Zinder,2209,NER007,NE07,Zinder Arrondissement 4,NA,NA,NA
Niger,181,NER,NE,Zinder,2209,NER007,NE07,Zinder Arrondissement 5,NA,NA,NA
Chad,50,TCD,TD,Logone Occidental,876,TCD008,TD08,Lac Wey,65364,TCD008001,TD0801
Chad,50,TCD,TD,Logone Occidental,876,TCD008,TD08,Dodje,65387,TCD008002,TD0802
Chad,50,TCD,TD,Logone Occidental,876,TCD008,TD08,Gueni,65373,TCD008003,TD0803
Chad,50,TCD,TD,Logone Occidental,876,TCD008,TD08,Ngourkosso,65378,TCD008004,TD0804
Chad,50,TCD,TD,Logone Oriental,12918,TCD009,TD09,La Pende,65452,TCD009001,TD0901
Chad,50,TCD,TD,Logone Oriental,12918,TCD009,TD09,Kouh Est,65403,TCD009002,TD0902
Chad,50,TCD,TD,Logone Oriental,12918,TCD009,TD09,Kouh Ouest,65383,TCD009003,TD0903
Chad,50,TCD,TD,Logone Oriental,12918,TCD009,TD09,La Nya,65379,TCD009004,TD0904
Chad,50,TCD,TD,Logone Oriental,12918,TCD009,TD09,La Nya Pende,65391,TCD009005,TD0905
Chad,50,TCD,TD,Logone Oriental,12918,TCD009,TD09,Monts De Lam,65418,TCD009006,TD0906
Chad,50,TCD,TD,Mandoul,12925,TCD010,TD10,Barh Sara,65382,TCD010002,TD1002
Chad,50,TCD,TD,Mandoul,12925,TCD010,TD10,Mandoul Oriental,65384,TCD010001,TD1001
Chad,50,TCD,TD,Mandoul,12925,TCD010,TD10,Mandoul Occidental,65372,TCD010003,TD1003
Chad,50,TCD,TD,Tandjile,12930,TCD016,TD16,Tandjile Centre,65396,TCD016003,TD1603
Chad,50,TCD,TD,Tandjile,12930,TCD016,TD16,Tandjile Ouest,65363,TCD016002,TD1602
Chad,50,TCD,TD,Tandjile,12930,TCD016,TD16,Tandjile Est,65434,TCD016001,TD1601
Chad,50,TCD,TD,Chari-Baguirmi,12910,TCD003,TD03,Baguirmi,65377,TCD003001,TD0301
Chad,50,TCD,TD,Chari-Baguirmi,12910,TCD003,TD03,Loug Chari,65362,TCD003003,TD0303
Chad,50,TCD,TD,Chari-Baguirmi,12910,TCD003,TD03,Chari,65463,TCD003002,TD0302
Chad,50,TCD,TD,Mayo Kebbi Est,12921,TCD011,TD11,La Kabbia,65397,TCD011002,TD1102
Chad,50,TCD,TD,Mayo Kebbi Est,12921,TCD011,TD11,Mayo Boneye,65519,TCD011001,TD1101
Chad,50,TCD,TD,Mayo Kebbi Est,12921,TCD011,TD11,Mayo Lemye,65601,TCD011003,TD1103
Chad,50,TCD,TD,Mayo Kebbi Est,12921,TCD011,TD11,Mont Illi,65468,TCD011004,TD1104
Chad,50,TCD,TD,Mayo-Kebbi Ouest,12922,TCD012,TD12,Lac Lere,65406,TCD012002,TD1202
Chad,50,TCD,TD,Mayo-Kebbi Ouest,12922,TCD012,TD12,Mayo-Binder,65405,TCD012003,TD1203
Chad,50,TCD,TD,Mayo-Kebbi Ouest,12922,TCD012,TD12,Mayo Dallah,65435,TCD012001,TD1201
Chad,50,TCD,TD,Batha,12904,TCD001,TD01,Batha Ouest,65445,TCD001001,TD0101
Chad,50,TCD,TD,Batha,12904,TCD001,TD01,Batha Est,65442,TCD001002,TD0102
Chad,50,TCD,TD,Batha,12904,TCD001,TD01,Fittri,65469,TCD001003,TD0103
Chad,50,TCD,TD,Barh-El-Gazel,12914,TCD019,TD19,Barh-El-Gazel Nord,65657,TCD019002,TD1902
Chad,50,TCD,TD,Barh-El-Gazel,12914,TCD019,TD19,Barh-El-Gazel Ouest,65597,TCD019003,TD1903
Chad,50,TCD,TD,Barh-El-Gazel,12914,TCD019,TD19,Barh-El-Gazel Sud,65623,TCD019001,TD1901
Chad,50,TCD,TD,Kanem,12915,TCD006,TD06,Nord Kanem,65639,TCD006002,TD0602
Chad,50,TCD,TD,Kanem,12915,TCD006,TD06,Wadi Bissam,65357,TCD006003,TD0603
Chad,50,TCD,TD,Kanem,12915,TCD006,TD06,Kanem,65670,TCD006001,TD0601
Chad,50,TCD,TD,Hadjer-Lamis,12911,TCD005,TD05,Dababa,65414,TCD005002,TD0502
Chad,50,TCD,TD,Hadjer-Lamis,12911,TCD005,TD05,Dagana,65579,TCD005001,TD0501
Chad,50,TCD,TD,Hadjer-Lamis,12911,TCD005,TD05,Haraze Al Biar,65354,TCD005003,TD0503
Chad,50,TCD,TD,Salamat,881,TCD015,TD15,Bahr Azoum,65356,TCD015001,TD1501
Chad,50,TCD,TD,Salamat,881,TCD015,TD15,Aboudeia,65361,TCD015002,TD1502
Chad,50,TCD,TD,Salamat,881,TCD015,TD15,Haraze Mangueigne,65459,TCD015003,TD1503
Chad,50,TCD,TD,Moyen-Chari,12923,TCD013,TD13,Bahr Koh,65368,TCD013001,TD1301
Chad,50,TCD,TD,Moyen-Chari,12923,TCD013,TD13,Grande Sido,65577,TCD013002,TD1302
Chad,50,TCD,TD,Moyen-Chari,12923,TCD013,TD13,Lac Iro,65355,TCD013003,TD1303
Chad,50,TCD,TD,Sila,12927,TCD021,TD21,Djourf Al Ahmar,65365,TCD021002,TD2102
Chad,50,TCD,TD,Sila,12927,TCD021,TD21,Kimiti,65376,TCD021001,TD2101
Chad,50,TCD,TD,Guera,873,TCD004,TD04,Abtouyour,65410,TCD004002,TD0402
Chad,50,TCD,TD,Guera,873,TCD004,TD04,Guera,65404,TCD004001,TD0401
Chad,50,TCD,TD,Guera,873,TCD004,TD04,Mangalme,65429,TCD004004,TD0404
Chad,50,TCD,TD,Guera,873,TCD004,TD04,Barh Signaka,65431,TCD004003,TD0403
Chad,50,TCD,TD,Lac,875,TCD007,TD07,Mamdi,65415,TCD007001,TD0701
Chad,50,TCD,TD,Lac,875,TCD007,TD07,Wayi,65636,TCD007002,TD0702
Chad,50,TCD,TD,Ouaddai,12926,TCD014,TD14,Abdi,65351,TCD014002,TD1402
Chad,50,TCD,TD,Ouaddai,12926,TCD014,TD14,Assoungha,65374,TCD014003,TD1403
Chad,50,TCD,TD,Ouaddai,12926,TCD014,TD14,Ouara,65422,TCD014001,TD1401
Chad,50,TCD,TD,Wadi Fira,870,TCD017,TD17,Biltine,65360,TCD017001,TD1701
Chad,50,TCD,TD,Wadi Fira,870,TCD017,TD17,Dar Tama,65367,TCD017002,TD1702
Chad,50,TCD,TD,Wadi Fira,870,TCD017,TD17,Kobe,65521,TCD017003,TD1703
Chad,50,TCD,TD,Wadi Fira,870,TCD017,TD17,Megri,65507,TCD017004,TD1704
Chad,50,TCD,TD,Ennedi-Est,12906,TCD020,TD20,Am-Djarass,65466,TCD020001,TD2001
Chad,50,TCD,TD,Ennedi-Est,12906,TCD020,TD20,Wadi Hawar,65467,TCD020002,TD2002
Chad,50,TCD,TD,Ennedi-Ouest,12908,TCD023,TD23,Fada,65464,TCD023001,TD2301
Chad,50,TCD,TD,Ennedi-Ouest,12908,TCD023,TD23,Mourtcha,65465,TCD023003,TD2303
Chad,50,TCD,TD,Borkou,12907,TCD002,TD02,Borkou Yala,65417,TCD002002,TD0202
Chad,50,TCD,TD,Borkou,12907,TCD002,TD02,Borkou,65419,TCD002001,TD0201
Chad,50,TCD,TD,Lac,875,TCD007,TD07,Fouli,65416,TCD007004,TD0704
Chad,50,TCD,TD,Lac,875,TCD007,TD07,Kaya,65420,TCD007003,TD0703
Chad,50,TCD,TD,Tibesti,12909,TCD022,TD22,Tibesti Est,65683,TCD022001,TD2201
Chad,50,TCD,TD,Tibesti,12909,TCD022,TD22,Tibesti Ouest,65682,TCD022002,TD2202
